name,start_time,end_time
6,2000-01-01 12:06:26.696127176,2000-01-01 12:06:32.860949278
6,2000-01-01 12:06:34.915148020,2000-01-01 12:06:42.273560762
6,2000-01-01 12:06:45.727680206,2000-01-01 12:06:51.309863090
6,2000-01-01 12:06:59.679259538,2000-01-01 12:07:39.638659715
6,2000-01-01 12:08:47.129470110,2000-01-01 12:08:55.441162109
6,2000-01-01 12:10:17.535061359,2000-01-01 12:10:27.821893692
6,2000-01-01 12:16:33.051389456,2000-01-01 12:16:56.565594435
6,2000-01-01 12:17:21.532257795,2000-01-01 12:17:32.032232761
6,2000-01-01 12:17:34.301004410,2000-01-01 12:17:46.444115400
6,2000-01-01 12:17:54.181576967,2000-01-01 12:18:13.989579201
6,2000-01-01 12:21:19.106060028,2000-01-01 12:21:25.183775663
6,2000-01-01 12:24:42.617182255,2000-01-01 12:24:51.321945905
6,2000-01-01 12:28:52.305740833,2000-01-01 12:28:56.309739828
6,2000-01-01 12:29:47.557683945,2000-01-01 12:30:20.663797378
6,2000-01-01 12:30:50.799909591,2000-01-01 12:30:53.236651182
6,2000-01-01 12:33:49.902588129,2000-01-01 12:33:50.381933451
6,2000-01-01 12:35:46.888730526,2000-01-01 12:35:53.301827431
6,2000-01-01 12:36:30.622663021,2000-01-01 12:36:31.915142774
6,2000-01-01 12:40:29.609912395,2000-01-01 12:40:32.746556043
6,2000-01-01 12:41:44.561610699,2000-01-01 12:43:37.272173166
6,2000-01-01 12:43:43.846722603,2000-01-01 12:46:48.275895595
6,2000-01-01 12:46:49.644596815,2000-01-01 12:47:54.955646992
6,2000-01-01 12:47:57.889443159,2000-01-01 12:48:17.942621708
6,2000-01-01 12:48:24.919168472,2000-01-01 12:48:54.146602154
6,2000-01-01 12:49:15.944571733,2000-01-01 12:50:18.522565126
6,2000-01-01 12:50:21.218406915,2000-01-01 12:50:23.439908027
6,2000-01-01 12:51:19.573278189,2000-01-01 12:51:20.491488933
6,2000-01-01 12:52:27.767782926,2000-01-01 12:52:33.169464350
6,2000-01-01 12:52:35.345413208,2000-01-01 12:56:42.372026443
6,2000-01-01 12:56:47.674960851,2000-01-01 12:57:30.808133840
6,2000-01-01 12:57:38.909510612,2000-01-01 12:57:40.361046314
6,2000-01-01 12:58:14.319045543,2000-01-01 12:59:29.088780403
6,2000-01-01 13:00:41.102003813,2000-01-01 13:00:43.713835478
6,2000-01-01 13:00:58.439156771,2000-01-01 13:01:00.626722336
6,2000-01-01 13:02:55.546129942,2000-01-01 13:03:09.758720398
6,2000-01-01 13:05:18.635947704,2000-01-01 13:05:53.070385456
6,2000-01-01 13:06:11.797266960,2000-01-01 13:06:14.610995769
6,2000-01-01 13:09:35.845793009,2000-01-01 13:09:37.944082737
6,2000-01-01 13:10:27.329800129,2000-01-01 13:10:28.843064785
6,2000-01-01 13:21:06.144694090,2000-01-01 13:21:53.888288259
6,2000-01-01 13:22:13.900016069,2000-01-01 13:22:25.167605161
6,2000-01-01 13:23:13.195384264,2000-01-01 13:24:33.159846544
6,2000-01-01 13:24:48.197974443,2000-01-01 13:25:27.803318500
6,2000-01-01 13:49:44.801931858,2000-01-01 13:50:52.487277508
6,2000-01-01 13:51:06.465366840,2000-01-01 13:54:59.335481643
6,2000-01-01 13:59:46.246520042,2000-01-01 14:01:11.291008472
6,2000-01-01 14:15:24.983749151,2000-01-01 14:15:32.446048736
6,2000-01-01 14:17:30.575479746,2000-01-01 14:18:24.730086088
6,2000-01-01 14:24:21.835628271,2000-01-01 14:30:32.458888769
6,2000-01-01 14:30:40.089975357,2000-01-01 14:31:36.141387224
6,2000-01-01 14:31:48.234658241,2000-01-01 14:31:50.170501947
6,2000-01-01 14:32:20.593930483,2000-01-01 14:32:34.717676639
6,2000-01-01 14:32:35.527438164,2000-01-01 14:32:37.106931686
6,2000-01-01 14:32:41.660978555,2000-01-01 14:32:43.180186271
6,2000-01-01 14:33:40.620224237,2000-01-01 14:33:49.225449800
6,2000-01-01 14:34:42.902337551,2000-01-01 14:34:48.116493702
6,2000-01-01 14:34:54.168387890,2000-01-01 14:35:39.317057848
6,2000-01-01 14:40:16.958146334,2000-01-01 14:40:19.667395592
6,2000-01-01 14:40:21.435942650,2000-01-01 14:40:27.605771541
6,2000-01-01 14:40:43.608515501,2000-01-01 14:41:27.082724094
6,2000-01-01 14:41:28.432045221,2000-01-01 14:41:30.403511286
6,2000-01-01 14:41:52.787816763,2000-01-01 14:41:55.152688265
6,2000-01-01 14:43:02.169151068,2000-01-01 14:43:03.979328632
6,2000-01-01 14:51:01.525342464,2000-01-01 14:51:17.060329675
6,2000-01-01 14:55:06.119395971,2000-01-01 14:55:54.284207344
6,2000-01-01 14:55:58.814621210,2000-01-01 14:57:18.958528042
6,2000-01-01 14:57:26.170079469,2000-01-01 14:57:47.358418703
6,2000-01-01 14:58:16.615995168,2000-01-01 14:58:20.990280151
6,2000-01-01 14:58:24.940042257,2000-01-01 14:58:47.830181598
6,2000-01-01 14:59:00.527677536,2000-01-01 14:59:04.968733549
6,2000-01-01 14:59:09.372782469,2000-01-01 14:59:17.903402090
6,2000-01-01 14:59:39.092611790,2000-01-01 14:59:47.269828558
6,2000-01-01 14:59:58.324632406,2000-01-01 15:00:21.544648886
6,2000-01-01 15:00:27.146803140,2000-01-01 15:00:38.748503685
6,2000-01-01 15:00:41.263805866,2000-01-01 15:00:49.054010868
6,2000-01-01 15:01:22.428255081,2000-01-01 15:01:38.016747474
6,2000-01-01 15:01:38.139783382,2000-01-01 15:02:20.719070434
6,2000-01-01 15:02:31.568308353,2000-01-01 15:03:13.817883253
6,2000-01-01 15:03:21.026332378,2000-01-01 15:03:25.997497558
6,2000-01-01 15:03:26.121419668,2000-01-01 15:03:57.986253977
6,2000-01-01 15:04:02.173608780,2000-01-01 15:04:17.981762886
6,2000-01-01 15:04:27.086167574,2000-01-01 15:04:50.450218439
6,2000-01-01 15:04:53.757390499,2000-01-01 15:05:32.367464065
6,2000-01-01 15:05:34.635415554,2000-01-01 15:05:37.352819443
6,2000-01-01 15:05:42.969357967,2000-01-01 15:06:38.573531627
6,2000-01-01 15:07:25.836632728,2000-01-01 15:07:47.377037287
6,2000-01-01 15:07:53.486613750,2000-01-01 15:08:49.784027815
6,2000-01-01 15:14:15.265820741,2000-01-01 15:14:29.492533207
6,2000-01-01 15:27:44.045919180,2000-01-01 15:28:57.168206215
6,2000-01-01 15:29:02.095637798,2000-01-01 15:29:49.411177158
6,2000-01-01 15:29:49.531698704,2000-01-01 15:32:36.975931406
6,2000-01-01 15:32:52.785695076,2000-01-01 15:32:52.991017341
6,2000-01-01 15:36:41.914529562,2000-01-01 15:37:05.910376549
6,2000-01-01 15:37:45.779227733,2000-01-01 15:39:16.107620239
6,2000-01-01 15:39:29.685669660,2000-01-01 15:39:37.407552242
6,2000-01-01 15:40:14.697680473,2000-01-01 15:41:09.396724701
6,2000-01-01 15:41:12.272531032,2000-01-01 15:41:37.620228767
6,2000-01-01 15:41:38.513153314,2000-01-01 15:43:32.796478271
6,2000-01-01 15:43:35.078902006,2000-01-01 15:44:10.667552709
6,2000-01-01 15:45:38.331912279,2000-01-01 15:45:43.068333387
6,2000-01-01 16:17:36.634929895,2000-01-01 16:19:02.134995937
6,2000-01-01 16:19:22.291890621,2000-01-01 16:19:33.814751386
6,2000-01-01 16:34:14.763664007,2000-01-01 16:34:45.933482408
6,2000-01-01 16:35:11.624128103,2000-01-01 16:35:24.045212984
6,2000-01-01 16:35:33.214674234,2000-01-01 16:36:38.509420395
6,2000-01-01 16:37:59.282697439,2000-01-01 16:38:09.894213438
6,2000-01-01 16:41:45.213071108,2000-01-01 16:42:08.082772970
6,2000-01-01 16:43:35.399059057,2000-01-01 16:43:45.252522468
6,2000-01-01 16:46:20.324079513,2000-01-01 16:46:46.153996229
6,2000-01-01 16:46:54.552892208,2000-01-01 16:46:56.309287786
6,2000-01-01 16:47:29.947739124,2000-01-01 16:47:39.263395309
6,2000-01-01 16:48:12.962542295,2000-01-01 16:48:14.938737631
6,2000-01-01 16:48:43.220354557,2000-01-01 16:50:01.533301830
6,2000-01-01 16:50:08.544628143,2000-01-01 16:50:09.835831880
6,2000-01-01 16:50:16.802018404,2000-01-01 16:50:22.246703386
6,2000-01-01 16:50:25.322860479,2000-01-01 16:50:52.537069320
6,2000-01-01 16:51:43.780441046,2000-01-01 16:51:48.794551372
6,2000-01-01 16:51:51.408483267,2000-01-01 16:52:16.608070612
6,2000-01-01 16:54:05.470947981,2000-01-01 16:54:17.292656183
6,2000-01-01 16:54:19.870112181,2000-01-01 16:55:13.187458038
6,2000-01-01 16:56:29.420391321,2000-01-01 16:56:33.507222414
6,2000-01-01 16:58:13.780395268,2000-01-01 16:58:17.377818346
6,2000-01-01 17:02:09.807732582,2000-01-01 17:02:45.025835037
6,2000-01-01 17:18:08.983742952,2000-01-01 17:18:27.639586925
6,2000-01-01 17:23:11.715938330,2000-01-01 17:23:37.213905096
6,2000-01-01 17:31:01.130547523,2000-01-01 17:32:46.909921884
6,2000-01-01 17:51:13.161938667,2000-01-01 17:51:23.795202969
6,2000-01-01 17:51:25.070689678,2000-01-01 17:51:57.027197122
6,2000-01-01 17:55:52.327891350,2000-01-01 17:56:04.564911842
6,2000-01-01 17:57:45.477051735,2000-01-01 17:58:00.666138172
6,2000-01-01 17:59:14.263351917,2000-01-01 17:59:30.783436060
6,2000-01-01 17:59:43.261598110,2000-01-01 18:04:44.551051855
6,2000-01-01 18:06:19.305199146,2000-01-01 18:06:58.546650171
6,2000-01-01 18:12:29.547537803,2000-01-01 18:17:03.621945858
6,2000-01-01 18:17:42.993496179,2000-01-01 18:18:28.238878965
6,2000-01-01 18:32:11.921439171,2000-01-01 18:42:43.331362009
6,2000-01-01 18:43:14.560900688,2000-01-01 18:43:38.052592993
6,2000-01-01 18:48:28.062884569,2000-01-01 18:48:35.437372446
6,2000-01-01 18:56:53.971115827,2000-01-01 19:02:28.086599827
6,2000-01-01 19:12:12.685612917,2000-01-01 19:12:28.802676678
6,2000-01-01 19:13:54.851563453,2000-01-01 19:14:30.458965778
6,2000-01-01 19:14:38.893460274,2000-01-01 19:15:17.089777469
6,2000-01-01 19:16:21.718892574,2000-01-01 19:16:43.636708259
6,2000-01-01 19:16:47.434983015,2000-01-01 19:16:50.596178055
6,2000-01-01 19:23:57.694309234,2000-01-01 19:24:46.418127298
6,2000-01-01 19:58:14.379595280,2000-01-01 19:58:58.047891617
6,2000-01-01 20:22:49.312286615,2000-01-01 20:23:01.228995323
6,2000-01-01 20:25:56.675379753,2000-01-01 20:26:09.212439537
6,2000-01-01 20:48:30.776693344,2000-01-01 20:49:30.856476545
6,2000-01-01 21:03:41.645147085,2000-01-01 21:04:22.925921440
6,2000-01-01 21:08:42.383129597,2000-01-01 21:09:52.645198345
6,2000-01-01 21:10:04.029329061,2000-01-01 21:10:41.102071762
6,2000-01-01 21:11:35.817133188,2000-01-01 21:12:26.659387588
6,2000-01-01 21:20:03.826831579,2000-01-01 21:21:05.156448841
6,2000-01-01 21:21:36.936916351,2000-01-01 21:26:00.369972467
6,2000-01-01 21:31:11.185042858,2000-01-01 21:31:59.546072006
6,2000-01-01 21:42:52.621603489,2000-01-01 21:44:02.186937332
6,2000-01-01 21:49:32.941759825,2000-01-01 21:49:48.563215017
6,2000-01-01 21:50:03.922190904,2000-01-01 21:50:07.045830965
6,2000-01-01 22:15:15.096907615,2000-01-01 22:15:52.345347643
6,2000-01-01 22:16:49.551304102,2000-01-01 22:17:25.710505009
6,2000-01-01 22:24:42.484930038,2000-01-01 22:25:35.902736425
6,2000-01-01 22:25:42.595825434,2000-01-01 22:25:44.482685566
6,2000-01-01 22:26:01.310571194,2000-01-01 22:26:04.223621130
6,2000-01-01 22:26:06.126687288,2000-01-01 22:26:08.943162679
6,2000-01-01 22:33:54.199320793,2000-01-01 22:33:57.811342239
6,2000-01-01 22:33:59.086342811,2000-01-01 22:35:06.482772827
6,2000-01-01 22:35:24.470498562,2000-01-01 22:35:47.114665508
6,2000-01-01 22:35:56.418440819,2000-01-01 22:36:29.900153160
6,2000-01-01 22:36:57.911110401,2000-01-01 22:37:01.835559368
6,2000-01-01 22:37:53.336016416,2000-01-01 22:38:31.822588444
6,2000-01-02 00:52:29.329414367,2000-01-02 00:53:05.985642910
6,2000-01-02 00:54:30.766678095,2000-01-02 00:57:46.068483352
6,2000-01-02 01:20:02.542640209,2000-01-02 01:21:12.933331966
6,2000-01-02 01:33:39.850609779,2000-01-02 01:34:01.779070377
6,2000-01-02 01:38:13.803761005,2000-01-02 01:38:42.014655351
6,2000-01-02 01:39:09.733222246,2000-01-02 01:39:42.199877024
6,2000-01-02 02:00:45.641627312,2000-01-02 02:08:31.615814209
6,2000-01-02 07:23:40.139930486,2000-01-02 07:24:52.392783642
6,2000-01-02 07:29:11.470516681,2000-01-02 07:30:53.363323450
6,2000-01-02 07:30:56.924088239,2000-01-02 07:33:58.428282738
6,2000-01-02 07:36:51.166892767,2000-01-02 07:40:57.004662275
6,2000-01-02 07:41:06.136448622,2000-01-02 07:42:45.778565645
6,2000-01-02 07:42:55.766182422,2000-01-02 07:43:07.643970012
6,2000-01-02 07:55:40.403702736,2000-01-02 07:55:50.372010469
6,2000-01-02 08:16:11.853206396,2000-01-02 08:17:44.515507936
6,2000-01-02 08:18:31.724809408,2000-01-02 08:18:46.492632389
6,2000-01-02 08:33:09.843501329,2000-01-02 08:35:48.838206768
6,2000-01-02 08:46:57.335693359,2000-01-02 08:49:09.791462421
6,2000-01-02 08:49:35.248019934,2000-01-02 08:49:48.806933164
6,2000-01-02 08:53:41.150417805,2000-01-02 08:54:00.088803291
6,2000-01-02 08:59:37.564098835,2000-01-02 08:59:51.722938299
6,2000-01-02 09:01:04.495398283,2000-01-02 09:01:08.681294679
6,2000-01-02 09:08:39.468626499,2000-01-02 09:08:55.669493198
6,2000-01-02 09:21:52.581690311,2000-01-02 09:23:26.581235885
6,2000-01-02 09:28:49.311753034,2000-01-02 09:29:09.382250070
6,2000-01-02 09:31:46.273210525,2000-01-02 09:32:03.555342912
6,2000-01-02 09:32:28.312188864,2000-01-02 09:33:08.966509104
6,2000-01-02 09:33:11.545790195,2000-01-02 09:34:17.506178856
6,2000-01-02 09:34:45.111012459,2000-01-02 09:36:06.457042694
6,2000-01-02 09:36:13.353962183,2000-01-02 09:36:47.680102348
6,2000-01-02 09:37:47.228690147,2000-01-02 09:37:48.763804674
6,2000-01-02 09:37:58.258522510,2000-01-02 09:38:07.194974184
6,2000-01-02 09:39:48.300035000,2000-01-02 09:39:51.878111839
6,2000-01-02 09:39:59.857270479,2000-01-02 09:40:07.314637899
6,2000-01-02 09:41:48.301816225,2000-01-02 09:41:51.810749531
6,2000-01-02 09:41:52.913649320,2000-01-02 09:42:10.466057062
6,2000-01-02 09:42:11.543624401,2000-01-02 09:45:27.349965334
6,2000-01-02 09:45:33.614112615,2000-01-02 09:46:05.204284668
6,2000-01-02 09:46:26.675245523,2000-01-02 09:48:52.338797808
6,2000-01-02 09:52:41.473225355,2000-01-02 09:53:30.921934604
6,2000-01-02 09:53:37.003731489,2000-01-02 09:54:05.195229292
6,2000-01-02 10:00:08.977614879,2000-01-02 10:02:19.969518184
6,2000-01-02 10:04:26.257218361,2000-01-02 10:05:40.478506565
6,2000-01-02 10:13:59.673439026,2000-01-02 10:14:17.051456212
6,2000-01-02 10:17:54.243517637,2000-01-02 10:20:01.055604219
6,2000-01-02 10:30:27.382842541,2000-01-02 10:30:42.460792780
6,2000-01-02 10:30:54.202104330,2000-01-02 10:31:13.076312065
6,2000-01-02 10:31:38.468789816,2000-01-02 10:31:38.609952926
6,2000-01-02 10:31:50.491998195,2000-01-02 10:33:01.473189592
6,2000-01-02 10:34:59.602596760,2000-01-02 10:35:11.228589535
6,2000-01-02 10:36:38.127249479,2000-01-02 10:36:52.886441231
6,2000-01-02 10:37:23.340853214,2000-01-02 10:37:30.548593044
6,2000-01-02 10:38:23.022672653,2000-01-02 10:38:55.783697128
6,2000-01-02 10:38:58.621536255,2000-01-02 10:39:03.259150028
6,2000-01-02 10:39:06.366153478,2000-01-02 10:39:06.526590586
6,2000-01-02 10:39:10.380656719,2000-01-02 10:39:13.915652990
6,2000-01-02 10:39:16.886806249,2000-01-02 10:39:31.577501774
6,2000-01-02 10:39:55.071583748,2000-01-02 10:40:05.891496181
6,2000-01-02 10:49:01.772263527,2000-01-02 10:49:19.904337883
6,2000-01-02 10:50:30.802246094,2000-01-02 10:50:40.503454685
6,2000-01-02 10:50:56.828985691,2000-01-02 10:51:24.103993892
6,2000-01-02 10:52:33.091413975,2000-01-02 10:52:38.369670868
6,2000-01-02 10:53:12.212711811,2000-01-02 10:53:29.184721231
6,2000-01-02 10:53:37.788420677,2000-01-02 10:53:38.994054556
6,2000-01-02 10:53:42.027742147,2000-01-02 10:54:24.912683248
6,2000-01-02 10:54:33.026057005,2000-01-02 10:55:20.739296675
6,2000-01-02 10:55:25.222568273,2000-01-02 10:57:08.291278124
6,2000-01-02 10:57:09.405417204,2000-01-02 10:57:11.076443434
6,2000-01-02 10:58:18.096109390,2000-01-02 10:58:32.363183021
6,2000-01-02 10:59:35.446827888,2000-01-02 10:59:36.576537132
6,2000-01-02 11:00:32.239167452,2000-01-02 11:00:35.853114605
6,2000-01-02 11:00:38.039698362,2000-01-02 11:01:02.135436058
6,2000-01-02 11:02:29.056520700,2000-01-02 11:02:33.532889128
6,2000-01-02 11:02:43.395416260,2000-01-02 11:03:22.650380611
6,2000-01-02 11:03:24.344496727,2000-01-02 11:03:26.698559284
6,2000-01-02 11:03:30.664350033,2000-01-02 11:03:43.255776167
6,2000-01-02 11:03:46.308157921,2000-01-02 11:03:52.523702621
6,2000-01-02 11:17:38.412942886,2000-01-02 11:18:24.929719209
6,2000-01-02 11:20:31.153063774,2000-01-02 11:20:39.186390877
6,2000-01-02 11:25:44.261234760,2000-01-02 11:25:51.380754471
6,2000-01-02 11:36:55.968550443,2000-01-02 11:38:02.034078121
6,2000-01-02 11:38:03.936543226,2000-01-02 11:38:08.040100097
6,2000-01-02 11:38:12.346333742,2000-01-02 11:38:24.134171009
6,2000-01-02 11:55:33.881546736,2000-01-02 11:57:41.486399650
6,2000-01-02 11:57:46.271104097,2000-01-02 11:57:57.979453564
6,2000-01-02 11:58:03.018496990,2000-01-02 11:58:59.686439752
6,2000-01-02 11:59:08.717473507,2000-01-02 11:59:21.535528660
6,2000-01-02 12:01:19.813331604,2000-01-02 12:01:24.010355234
6,2000-01-02 12:01:28.422524452,2000-01-02 12:01:30.283728599
6,2000-01-02 12:02:56.761581898,2000-01-02 12:03:26.837650537
6,2000-01-02 12:03:28.473287582,2000-01-02 12:03:30.419688940
6,2000-01-02 12:03:53.265726328,2000-01-02 12:03:54.702613830
6,2000-01-02 12:11:22.991857052,2000-01-02 12:12:02.351644516
6,2000-01-02 12:12:04.321313858,2000-01-02 12:13:31.975512981
6,2000-01-02 12:14:57.533105850,2000-01-02 12:15:09.552505731
6,2000-01-02 12:15:14.763910293,2000-01-02 12:16:31.269118070
6,2000-01-02 12:17:38.670418024,2000-01-02 12:17:40.777484178
6,2000-01-02 12:17:46.732133150,2000-01-02 12:17:50.473748684
6,2000-01-02 12:18:02.758249759,2000-01-02 12:18:23.455766678
6,2000-01-02 12:19:33.734093427,2000-01-02 12:20:14.517669916
6,2000-01-02 12:20:25.032420873,2000-01-02 12:20:32.385049105
6,2000-01-02 12:20:35.059790610,2000-01-02 12:21:32.272628069
6,2000-01-02 12:21:34.408975601,2000-01-02 12:22:18.188875675
6,2000-01-02 12:23:22.642498493,2000-01-02 12:23:45.537024259
6,2000-01-02 12:24:16.984181642,2000-01-02 12:25:04.649245262
6,2000-01-02 12:25:18.141073227,2000-01-02 12:25:19.886081934
6,2000-01-02 12:26:08.921864748,2000-01-02 12:26:18.452045440
6,2000-01-02 12:26:53.519684553,2000-01-02 12:27:27.454162597
6,2000-01-02 12:28:00.234053850,2000-01-02 12:28:04.089421749
6,2000-01-02 12:28:09.856701374,2000-01-02 12:28:16.935895443
6,2000-01-02 12:28:20.680407524,2000-01-02 12:28:50.518890381
6,2000-01-02 12:28:55.625797033,2000-01-02 12:28:59.333605051
6,2000-01-02 12:29:02.885504484,2000-01-02 12:29:08.028066873
6,2000-01-02 12:30:01.758813381,2000-01-02 12:30:06.852877617
6,2000-01-02 12:30:26.770798683,2000-01-02 12:30:41.306807518
6,2000-01-02 12:30:44.789839983,2000-01-02 12:30:50.657115458
6,2000-01-02 12:31:10.413392782,2000-01-02 12:31:34.536782980
6,2000-01-02 12:31:44.313853025,2000-01-02 12:31:49.941975593
6,2000-01-02 12:32:19.901595354,2000-01-02 12:32:35.466753006
6,2000-01-02 12:33:01.451605558,2000-01-02 12:33:38.905062675
6,2000-01-02 12:33:54.380748033,2000-01-02 12:33:59.838174343
6,2000-01-02 12:34:06.784867285,2000-01-02 12:35:07.932693958
6,2000-01-02 12:35:17.427306175,2000-01-02 12:38:24.930382013
6,2000-01-02 12:38:47.978769779,2000-01-02 12:40:19.508275509
6,2000-01-02 12:41:09.465631246,2000-01-02 12:41:17.224721432
6,2000-01-02 12:41:24.945394277,2000-01-02 12:41:30.885306597
6,2000-01-02 12:41:59.592639208,2000-01-02 12:42:15.474251032
6,2000-01-02 12:42:58.755614996,2000-01-02 12:43:01.949782848
6,2000-01-02 12:43:03.170308351,2000-01-02 12:43:13.626838922
6,2000-01-02 12:43:17.013931513,2000-01-02 12:43:23.894881487
6,2000-01-02 12:43:54.885331392,2000-01-02 12:43:55.023660660
6,2000-01-02 12:45:06.880223751,2000-01-02 12:45:19.212759495
6,2000-01-02 12:45:20.541549206,2000-01-02 12:45:20.686788082
6,2000-01-02 12:55:54.497196674,2000-01-02 12:56:34.677077055
6,2000-01-02 13:01:31.043896675,2000-01-02 13:04:25.155533790
